Time,NodeId,NodeType,Throughput_Mbps,Latency_ms,PacketLoss_Rate,Jitter_ms,SignalStrength_dBm,CPU_Usage,Memory_Usage,Buffer_Occupancy,Active_Links,Neighbor_Count,Link_Utilization,Critical_Load,Normal_Load,Energy_Level,X_Position,Y_Position,Z_Position,Operational_Status,Voltage_Level,Power_Stability,Degradation_Level,Fault_Severity,Time_Of_Day_Factor,Traffic_Pattern_Factor,Seasonal_Factor
5.000,14,distribution,20.151,34.928,0.010,3.500,-69.000,37.205,62.000,64.000,3,3,61.600,37.000,75.000,99.833,-80.902,-58.779,0.000,1,228.600,0.954,0.000,0.000,0.600,0.800,1.000
5.000,15,distribution,29.169,33.100,0.014,5.300,-70.000,31.204,71.000,30.000,3,3,28.000,11.000,61.000,99.833,-50.000,-86.603,0.000,1,213.000,0.956,0.000,0.000,0.600,0.800,1.000
5.000,16,distribution,18.703,41.228,0.009,3.100,-68.000,27.603,42.000,58.000,3,3,43.200,37.000,62.000,99.833,-10.453,-99.452,0.000,1,216.100,0.952,0.000,0.000,0.600,0.800,1.000
5.000,17,distribution,25.288,49.930,0.014,4.400,-63.000,36.604,41.000,30.000,3,3,50.400,24.000,60.000,99.833,30.902,-95.106,0.000,1,219.600,0.958,0.000,0.000,0.600,0.800,1.000
5.000,18,distribution,29.287,44.526,0.014,6.100,-80.000,45.005,46.000,46.000,3,3,51.200,10.000,50.000,99.833,66.913,-74.314,0.000,1,222.700,0.953,0.000,0.000,0.600,0.800,1.000
5.000,19,distribution,25.808,30.552,0.010,5.200,-77.000,25.203,68.000,72.000,3,3,31.200,19.000,56.000,99.833,91.355,-40.674,0.000,1,226.200,0.959,0.000,0.000,0.600,0.800,1.000
5.000,20,access,7.812,48.129,0.023,3.600,-89.000,47.406,41.000,64.000,1,1,55.200,11.000,60.000,99.833,-100.000,-100.000,0.000,1,222.300,0.951,0.000,0.000,0.600,0.800,1.000
5.000,21,access,13.247,35.768,0.014,6.500,-82.000,29.404,76.000,21.000,1,1,48.000,24.000,52.000,99.833,-60.000,-100.000,0.000,1,227.500,0.950,0.000,0.000,0.600,0.800,1.000
5.000,22,access,17.323,74.609,0.012,7.500,-68.000,25.803,58.000,70.000,1,1,43.200,30.000,49.000,99.833,-20.000,-100.000,0.000,1,229.100,0.950,0.000,0.000,0.600,0.800,1.000
5.000,23,access,10.920,65.706,0.024,8.500,-63.000,33.604,50.000,75.000,1,1,32.000,32.000,59.000,99.833,20.000,-100.000,0.000,1,214.000,0.959,0.000,0.000,0.600,0.800,1.000
5.000,24,access,9.789,37.496,0.014,6.700,-66.000,23.403,64.000,42.000,1,1,25.600,36.000,64.000,99.833,60.000,-100.000,0.000,1,223.300,0.951,0.000,0.000,0.600,0.800,1.000
5.000,25,access,13.415,49.501,0.022,6.400,-66.000,22.803,73.000,28.000,1,1,26.400,23.000,53.000,99.833,100.000,-100.000,0.000,1,217.900,0.958,0.000,0.000,0.600,0.800,1.000
5.000,26,access,8.545,64.590,0.018,5.600,-78.000,46.206,49.000,30.000,1,1,26.400,23.000,43.000,99.833,-100.000,-60.000,0.000,1,218.700,0.950,0.000,0.000,0.600,0.800,1.000
5.000,27,access,7.328,54.765,0.022,7.000,-87.000,35.404,76.000,20.000,1,1,35.200,31.000,60.000,99.833,-60.000,-60.000,0.000,1,226.200,0.955,0.000,0.000,0.600,0.800,1.000
5.000,28,access,14.848,66.995,0.026,6.800,-79.000,43.805,79.000,22.000,1,1,46.400,13.000,60.000,99.833,-20.000,-60.000,0.000,1,212.300,0.954,0.000,0.000,0.600,0.800,1.000
5.000,29,access,13.629,77.847,0.025,7.600,-75.000,34.204,64.000,49.000,1,1,63.200,34.000,45.000,99.833,20.000,-60.000,0.000,1,224.000,0.959,0.000,0.000,0.600,0.800,1.000
5.000,30,access,18.473,72.236,0.028,9.000,-77.000,40.805,52.000,55.000,1,1,58.400,34.000,69.000,99.833,60.000,-60.000,0.000,1,220.500,0.959,0.000,0.000,0.600,0.800,1.000
5.000,31,access,14.510,71.752,0.016,6.900,-60.000,28.203,63.000,61.000,1,1,48.800,19.000,70.000,99.833,100.000,-60.000,0.000,1,222.200,0.951,0.000,0.000,0.600,0.800,1.000
5.000,32,access,12.910,60.118,0.020,6.400,-74.000,28.803,45.000,58.000,1,1,33.600,26.000,60.000,99.833,-100.000,-20.000,0.000,1,215.900,0.954,0.000,0.000,0.600,0.800,1.000
5.000,33,access,12.195,49.829,0.028,3.700,-77.000,30.004,51.000,20.000,1,1,48.800,23.000,57.000,99.833,-60.000,-20.000,0.000,1,219.100,0.956,0.000,0.000,0.600,0.800,1.000
5.000,34,access,16.045,58.069,0.022,8.000,-80.000,29.404,69.000,34.000,1,1,28.000,21.000,60.000,99.833,-20.000,-20.000,0.000,1,220.300,0.952,0.000,0.000,0.600,0.800,1.000
5.000,35,access,17.659,71.039,0.020,7.100,-66.000,24.003,49.000,37.000,1,1,28.000,29.000,57.000,99.833,20.000,-20.000,0.000,1,213.800,0.956,0.000,0.000,0.600,0.800,1.000
5.000,36,access,11.141,44.719,0.023,6.300,-67.000,34.804,77.000,54.000,1,1,40.800,19.000,60.000,99.833,60.000,-20.000,0.000,1,227.300,0.959,0.000,0.000,0.600,0.800,1.000
5.000,37,access,7.295,72.119,0.024,6.300,-63.000,22.803,70.000,39.000,1,1,37.600,29.000,49.000,99.833,100.000,-20.000,0.000,1,222.900,0.957,0.000,0.000,0.600,0.800,1.000
5.000,38,access,11.494,72.578,0.021,5.200,-62.000,42.605,57.000,35.000,1,1,40.800,27.000,54.000,99.833,-100.000,20.000,0.000,1,211.600,0.952,0.000,0.000,0.600,0.800,1.000
5.000,39,access,14.718,82.002,0.027,5.600,-68.000,33.004,41.000,36.000,1,1,36.800,32.000,71.000,99.833,-60.000,20.000,0.000,1,209.900,0.954,0.000,0.000,0.600,0.800,1.000
5.000,40,access,8.926,46.891,0.028,5.500,-82.000,35.404,57.000,45.000,1,1,52.800,34.000,56.000,99.833,-20.000,20.000,0.000,1,211.400,0.950,0.000,0.000,0.600,0.800,1.000
5.000,41,access,17.070,65.510,0.029,4.900,-86.000,24.003,58.000,25.000,1,1,34.400,19.000,44.000,99.833,20.000,20.000,0.000,1,220.900,0.957,0.000,0.000,0.600,0.800,1.000
5.000,42,access,5.175,65.706,0.025,7.500,-63.000,28.803,45.000,42.000,1,1,41.600,32.000,77.000,99.833,60.000,20.000,0.000,1,223.900,0.959,0.000,0.000,0.600,0.800,1.000
5.000,43,access,12.095,44.350,0.016,7.300,-74.000,25.803,59.000,37.000,1,1,33.600,15.000,48.000,99.833,100.000,20.000,0.000,1,222.700,0.953,0.000,0.000,0.600,0.800,1.000
5.000,44,access,15.800,70.394,0.016,6.200,-73.000,43.805,53.000,28.000,1,1,44.000,11.000,70.000,99.833,-100.000,60.000,0.000,1,225.100,0.957,0.000,0.000,0.600,0.800,1.000
5.000,45,access,15.858,46.793,0.020,7.500,-71.000,24.603,73.000,65.000,1,1,55.200,13.000,44.000,99.833,-60.000,60.000,0.000,1,227.500,0.950,0.000,0.000,0.600,0.800,1.000
5.000,46,access,13.858,46.891,0.015,7.300,-79.000,30.004,47.000,46.000,1,1,34.400,37.000,76.000,99.833,-20.000,60.000,0.000,1,215.500,0.955,0.000,0.000,0.600,0.800,1.000
5.000,47,access,16.885,68.876,0.020,7.000,-62.000,45.606,59.000,41.000,1,1,40.000,24.000,52.000,99.833,20.000,60.000,0.000,1,227.500,0.951,0.000,0.000,0.600,0.800,1.000
5.000,48,access,6.079,46.231,0.028,5.200,-60.000,36.004,53.000,34.000,1,1,31.200,22.000,47.000,99.833,60.000,60.000,0.000,1,220.000,0.953,0.000,0.000,0.600,0.800,1.000
5.000,49,access,10.540,59.934,0.024,5.400,-80.000,34.804,79.000,22.000,1,1,33.600,13.000,41.000,99.833,100.000,60.000,0.000,1,212.900,0.958,0.000,0.000,0.600,0.800,1.000
10.000,0,core,353.235,9.828,0.001,2.700,-75.000,46.211,51.000,76.000,4,4,39.201,38.000,61.000,99.667,0.000,0.000,0.000,1,224.800,0.951,0.000,0.000,0.600,0.800,1.000
10.000,1,core,373.899,19.637,0.002,1.400,-84.000,22.806,54.000,78.000,4,4,56.801,16.000,58.000,99.667,50.000,0.000,0.000,1,215.600,0.957,0.000,0.000,0.600,0.800,1.000
10.000,2,core,411.464,19.363,0.002,5.400,-79.000,41.410,40.000,78.000,4,4,31.200,13.000,41.000,99.667,-50.000,0.000,0.000,1,220.400,0.956,0.000,0.000,0.600,0.800,1.000
10.000,3,core,349.964,16.798,0.002,2.200,-62.000,31.208,41.000,35.000,4,4,24.000,29.000,70.000,99.667,0.000,50.000,0.000,1,212.600,0.957,0.000,0.000,0.600,0.800,1.000
10.000,4,core,333.770,16.026,0.001,4.200,-80.000,37.809,62.000,61.000,4,4,53.601,15.000,56.000,99.667,0.000,-50.000,0.000,1,210.700,0.951,0.000,0.000,0.600,0.800,1.000
10.000,5,distribution,26.140,37.597,0.012,3.600,-76.000,27.007,57.000,28.000,3,3,60.001,29.000,42.000,99.667,100.000,0.000,0.000,1,222.100,0.954,0.000,0.000,0.600,0.800,1.000
10.000,6,distribution,36.808,46.363,0.014,5.200,-81.000,27.607,43.000,60.000,3,3,49.601,31.000,45.000,99.667,91.355,40.674,0.000,1,216.500,0.952,0.000,0.000,0.600,0.800,1.000
10.000,7,distribution,33.945,24.391,0.009,1.800,-72.000,33.008,48.000,39.000,3,3,44.001,10.000,56.000,99.667,66.913,74.314,0.000,1,225.800,0.956,0.000,0.000,0.600,0.800,1.000
10.000,8,distribution,26.601,33.259,0.007,2.300,-88.000,33.008,55.000,30.000,3,3,53.601,33.000,48.000,99.667,30.902,95.106,0.000,1,210.500,0.950,0.000,0.000,0.600,0.800,1.000
10.000,9,distribution,26.272,46.722,0.012,4.200,-81.000,47.411,70.000,68.000,3,3,55.201,18.000,48.000,99.667,-10.453,99.452,0.000,1,216.200,0.959,0.000,0.000,0.600,0.800,1.000
10.000,10,distribution,23.646,44.177,0.014,5.100,-87.000,47.411,57.000,66.000,3,3,25.600,17.000,41.000,99.667,-50.000,86.603,0.000,1,222.300,0.951,0.000,0.000,0.600,0.800,1.000
10.000,11,distribution,31.404,43.004,0.011,6.000,-74.000,34.808,68.000,73.000,3,3,46.401,37.000,75.000,99.667,-80.902,58.779,0.000,1,215.000,0.956,0.000,0.000,0.600,0.800,1.000
10.000,12,distribution,19.378,28.977,0.012,4.000,-72.000,30.607,53.000,54.000,3,3,55.201,14.000,61.000,99.667,-97.815,20.791,0.000,1,213.200,0.952,0.000,0.000,0.600,0.800,1.000
10.000,13,distribution,36.346,21.614,0.007,2.600,-72.000,18.004,62.000,22.000,3,3,63.201,37.000,74.000,99.667,-97.815,-20.791,0.000,1,222.100,0.951,0.000,0.000,0.600,0.800,1.000
10.000,14,distribution,24.633,27.661,0.005,3.900,-77.000,40.210,59.000,48.000,3,3,40.801,30.000,67.000,99.667,-80.902,-58.779,0.000,1,212.600,0.951,0.000,0.000,0.600,0.800,1.000
10.000,15,distribution,24.414,38.325,0.010,4.700,-71.000,37.809,71.000,52.000,3,3,24.000,36.000,78.000,99.667,-50.000,-86.603,0.000,1,221.400,0.959,0.000,0.000,0.600,0.800,1.000
10.000,16,distribution,34.915,40.555,0.009,3.900,-62.000,40.810,49.000,36.000,3,3,40.001,36.000,44.000,99.667,-10.453,-99.452,0.000,1,224.900,0.959,0.000,0.000,0.600,0.800,1.000
10.000,17,distribution,29.929,39.824,0.011,6.900,-79.000,39.009,72.000,21.000,3,3,58.401,10.000,49.000,99.667,30.902,-95.106,0.000,1,215.800,0.953,0.000,0.000,0.600,0.800,1.000
10.000,18,distribution,30.912,42.416,0.013,6.000,-83.000,46.811,69.000,55.000,3,3,28.000,23.000,68.000,99.667,66.913,-74.314,0.000,1,224.800,0.957,0.000,0.000,0.600,0.800,1.000
10.000,19,distribution,30.369,30.132,0.006,2.100,-75.000,36.609,41.000,70.000,3,3,42.401,20.000,60.000,99.667,91.355,-40.674,0.000,1,227.900,0.957,0.000,0.000,0.600,0.800,1.000
10.000,20,access,15.256,65.438,0.029,8.900,-69.000,40.810,71.000,56.000,1,1,50.401,39.000,53.000,99.667,-100.000,-100.000,0.000,1,229.100,0.959,0.000,0.000,0.600,0.800,1.000
10.000,21,access,5.054,33.876,0.016,4.500,-62.000,35.409,62.000,28.000,1,1,48.801,12.000,54.000,99.667,-60.000,-100.000,0.000,1,221.100,0.957,0.000,0.000,0.600,0.800,1.000
10.000,22,access,15.892,50.552,0.017,5.700,-82.000,33.008,53.000,77.000,1,1,60.801,28.000,61.000,99.667,-20.000,-100.000,0.000,1,221.900,0.953,0.000,0.000,0.600,0.800,1.000
10.000,23,access,4.945,73.525,0.015,5.300,-69.000,23.406,58.000,60.000,1,1,33.600,14.000,79.000,99.667,20.000,-100.000,0.000,1,217.700,0.955,0.000,0.000,0.600,0.800,1.000
10.000,24,access,9.314,40.106,0.016,3.000,-68.000,31.808,58.000,57.000,1,1,58.401,31.000,70.000,99.667,60.000,-100.000,0.000,1,212.500,0.959,0.000,0.000,0.600,0.800,1.000
10.000,25,access,16.446,43.569,0.028,5.100,-69.000,30.607,60.000,23.000,1,1,60.001,29.000,64.000,99.667,100.000,-100.000,0.000,1,220.100,0.951,0.000,0.000,0.600,0.800,1.000
10.000,26,access,18.744,78.914,0.019,5.700,-83.000,25.806,67.000,59.000,1,1,59.201,39.000,59.000,99.667,-100.000,-60.000,0.000,1,219.900,0.953,0.000,0.000,0.600,0.800,1.000
10.000,27,access,10.954,57.282,0.016,4.000,-66.000,36.609,51.000,34.000,1,1,50.401,27.000,42.000,99.667,-60.000,-60.000,0.000,1,224.800,0.959,0.000,0.000,0.600,0.800,1.000
10.000,28,access,8.703,57.794,0.024,8.200,-69.000,25.806,58.000,73.000,1,1,33.600,29.000,65.000,99.667,-20.000,-60.000,0.000,1,214.400,0.954,0.000,0.000,0.600,0.800,1.000
10.000,29,access,11.062,38.769,0.025,5.900,-79.000,18.004,47.000,42.000,1,1,53.601,22.000,49.000,99.667,20.000,-60.000,0.000,1,224.500,0.957,0.000,0.000,0.600,0.800,1.000
10.000,30,access,11.269,59.001,0.027,5.100,-72.000,30.607,42.000,45.000,1,1,58.401,39.000,41.000,99.667,60.000,-60.000,0.000,1,219.200,0.953,0.000,0.000,0.600,0.800,1.000
10.000,31,access,4.590,46.888,0.012,4.500,-79.000,39.610,73.000,46.000,1,1,62.401,34.000,76.000,99.667,100.000,-60.000,0.000,1,216.700,0.959,0.000,0.000,0.600,0.800,1.000
10.000,32,access,7.852,53.557,0.011,4.900,-84.000,20.405,43.000,37.000,1,1,50.401,24.000,77.000,99.667,-100.000,-20.000,0.000,1,210.200,0.950,0.000,0.000,0.600,0.800,1.000
10.000,33,access,19.212,49.093,0.026,3.500,-65.000,31.208,51.000,55.000,1,1,39.201,39.000,41.000,99.667,-60.000,-20.000,0.000,1,217.600,0.959,0.000,0.000,0.600,0.800,1.000
10.000,34,access,9.439,53.922,0.013,8.000,-87.000,27.607,78.000,32.000,1,1,24.000,26.000,44.000,99.667,-20.000,-20.000,0.000,1,222.100,0.951,0.000,0.000,0.600,0.800,1.000
10.000,35,access,8.684,67.403,0.024,6.000,-82.000,41.410,77.000,23.000,1,1,62.401,30.000,59.000,99.667,20.000,-20.000,0.000,1,217.600,0.955,0.000,0.000,0.600,0.800,1.000
10.000,36,access,13.228,38.098,0.014,5.700,-88.000,33.008,55.000,40.000,1,1,40.801,22.000,66.000,99.667,60.000,-20.000,0.000,1,221.000,0.956,0.000,0.000,0.600,0.800,1.000
10.000,37,access,12.346,67.372,0.015,8.700,-71.000,37.809,43.000,21.000,1,1,44.001,12.000,56.000,99.667,100.000,-20.000,0.000,1,221.900,0.956,0.000,0.000,0.600,0.800,1.000
10.000,38,access,12.983,56.162,0.017,6.000,-79.000,24.006,50.000,32.000,1,1,49.601,36.000,79.000,99.667,-100.000,20.000,0.000,1,224.000,0.953,0.000,0.000,0.600,0.800,1.000
10.000,39,access,11.511,77.605,0.017,5.300,-66.000,42.010,64.000,61.000,1,1,50.401,10.000,52.000,99.667,-60.000,20.000,0.000,1,210.500,0.957,0.000,0.000,0.600,0.800,1.000
10.000,40,access,17.863,53.992,0.025,4.800,-64.000,31.808,51.000,49.000,1,1,24.800,30.000,59.000,99.667,-20.000,20.000,0.000,1,214.100,0.953,0.000,0.000,0.600,0.800,1.000
10.000,41,access,5.629,65.765,0.029,6.500,-74.000,36.609,41.000,59.000,1,1,48.801,23.000,48.000,99.667,20.000,20.000,0.000,1,221.400,0.957,0.000,0.000,0.600,0.800,1.000
10.000,42,access,16.414,69.108,0.013,9.100,-63.000,40.810,68.000,74.000,1,1,40.001,30.000,58.000,99.667,60.000,20.000,0.000,1,217.700,0.957,0.000,0.000,0.600,0.800,1.000
10.000,43,access,6.341,85.008,0.025,9.800,-82.000,27.607,58.000,65.000,1,1,41.601,38.000,53.000,99.667,100.000,20.000,0.000,1,220.300,0.955,0.000,0.000,0.600,0.800,1.000
10.000,44,access,8.170,76.361,0.026,9.700,-77.000,18.004,73.000,77.000,1,1,49.601,33.000,75.000,99.667,-100.000,60.000,0.000,1,216.300,0.952,0.000,0.000,0.600,0.800,1.000
10.000,45,access,18.912,56.287,0.011,6.900,-75.000,38.409,68.000,77.000,1,1,34.400,33.000,75.000,99.667,-60.000,60.000,0.000,1,215.900,0.954,0.000,0.000,0.600,0.800,1.000
10.000,46,access,7.382,45.467,0.010,7.200,-89.000,25.806,79.000,74.000,1,1,36.800,24.000,65.000,99.667,-20.000,60.000,0.000,1,227.100,0.958,0.000,0.000,0.600,0.800,1.000
10.000,47,access,14.778,71.178,0.022,9.100,-72.000,23.406,46.000,75.000,1,1,60.001,13.000,68.000,99.667,20.000,60.000,0.000,1,225.800,0.959,0.000,0.000,0.600,0.800,1.000
10.000,48,access,17.112,54.314,0.012,7.000,-70.000,22.806,77.000,76.000,1,1,44.001,12.000,64.000,99.667,60.000,60.000,0.000,1,216.100,0.959,0.000,0.000,0.600,0.800,1.000
10.000,49,access,13.228,73.681,0.024,6.500,-88.000,19.805,62.000,63.000,1,1,52.801,22.000,72.000,99.667,100.000,60.000,0.000,1,228.500,0.954,0.000,0.000,0.600,0.800,1.000
15.000,0,core,347.874,20.322,0.002,2.400,-64.000,37.214,65.000,51.000,4,4,36.801,21.000,63.000,99.500,0.000,0.000,0.000,1,224.600,0.954,0.000,0.000,0.600,0.800,1.000
15.000,1,core,334.394,8.567,0.001,0.600,-81.000,43.816,44.000,68.000,4,4,52.001,38.000,42.000,99.500,50.000,0.000,0.000,1,218.100,0.959,0.000,0.000,0.600,0.800,1.000
15.000,2,core,426.832,16.075,0.001,3.100,-84.000,37.214,50.000,50.000,4,4,58.401,23.000,59.000,99.500,-50.000,0.000,0.000,1,209.800,0.955,0.000,0.000,0.600,0.800,1.000
15.000,3,core,352.986,12.132,0.001,3.900,-78.000,18.607,71.000,33.000,4,4,32.801,25.000,48.000,99.500,0.000,50.000,0.000,1,213.800,0.955,0.000,0.000,0.600,0.800,1.000
15.000,4,core,397.864,16.915,0.002,5.200,-86.000,22.208,72.000,51.000,4,4,56.001,11.000,63.000,99.500,0.000,-50.000,0.000,1,224.100,0.954,0.000,0.000,0.600,0.800,1.000
15.000,5,distribution,36.701,45.213,0.006,4.400,-71.000,28.810,76.000,34.000,3,3,50.401,24.000,47.000,99.500,100.000,0.000,0.000,1,210.200,0.954,0.000,0.000,0.600,0.800,1.000
15.000,6,distribution,35.498,41.364,0.008,5.000,-69.000,35.413,43.000,70.000,3,3,57.601,27.000,69.000,99.500,91.355,40.674,0.000,1,219.700,0.957,0.000,0.000,0.600,0.800,1.000
15.000,7,distribution,27.486,33.386,0.008,3.300,-75.000,39.614,53.000,60.000,3,3,25.600,30.000,77.000,99.500,66.913,74.314,0.000,1,224.800,0.959,0.000,0.000,0.600,0.800,1.000
15.000,8,distribution,29.186,21.747,0.011,3.600,-78.000,34.813,49.000,70.000,3,3,45.601,28.000,40.000,99.500,30.902,95.106,0.000,1,226.500,0.955,0.000,0.000,0.600,0.800,1.000
15.000,9,distribution,21.577,45.476,0.012,5.100,-61.000,39.014,73.000,43.000,3,3,30.401,12.000,48.000,99.500,-10.453,99.452,0.000,1,212.500,0.952,0.000,0.000,0.600,0.800,1.000
15.000,10,distribution,22.911,43.046,0.014,5.100,-64.000,31.812,57.000,41.000,3,3,42.401,19.000,76.000,99.500,-50.000,86.603,0.000,1,222.500,0.953,0.000,0.000,0.600,0.800,1.000
15.000,11,distribution,25.494,32.352,0.010,3.400,-84.000,23.409,41.000,42.000,3,3,42.401,11.000,78.000,99.500,-80.902,58.779,0.000,1,217.300,0.954,0.000,0.000,0.600,0.800,1.000
15.000,12,distribution,28.104,23.844,0.009,1.700,-80.000,30.611,43.000,43.000,3,3,24.000,30.000,40.000,99.500,-97.815,20.791,0.000,1,224.700,0.951,0.000,0.000,0.600,0.800,1.000
15.000,13,distribution,31.439,30.395,0.014,6.200,-77.000,22.808,76.000,30.000,3,3,32.001,36.000,54.000,99.500,-97.815,-20.791,0.000,1,228.000,0.955,0.000,0.000,0.600,0.800,1.000
15.000,14,distribution,31.347,22.800,0.005,1.600,-82.000,39.614,44.000,33.000,3,3,30.401,16.000,47.000,99.500,-80.902,-58.779,0.000,1,218.600,0.953,0.000,0.000,0.600,0.800,1.000
15.000,15,distribution,22.964,31.615,0.006,5.300,-65.000,24.009,61.000,65.000,3,3,55.201,17.000,50.000,99.500,-50.000,-86.603,0.000,1,216.300,0.954,0.000,0.000,0.600,0.800,1.000
15.000,16,distribution,27.991,27.380,0.005,4.000,-68.000,24.609,57.000,27.000,3,3,39.201,37.000,49.000,99.500,-10.453,-99.452,0.000,1,212.400,0.957,0.000,0.000,0.600,0.800,1.000
15.000,17,distribution,28.826,36.324,0.010,4.500,-74.000,37.814,67.000,43.000,3,3,24.000,20.000,61.000,99.500,30.902,-95.106,0.000,1,221.500,0.950,0.000,0.000,0.600,0.800,1.000
15.000,18,distribution,32.605,21.081,0.009,4.500,-71.000,44.416,62.000,30.000,3,3,56.801,13.000,40.000,99.500,66.913,-74.314,0.000,1,217.300,0.955,0.000,0.000,0.600,0.800,1.000
15.000,19,distribution,30.784,36.736,0.005,2.700,-88.000,44.416,60.000,68.000,3,3,59.201,32.000,65.000,99.500,91.355,-40.674,0.000,1,212.200,0.954,0.000,0.000,0.600,0.800,1.000
15.000,20,access,12.077,75.627,0.025,8.200,-66.000,39.614,50.000,40.000,1,1,63.201,31.000,72.000,99.500,-100.000,-100.000,0.000,1,211.900,0.952,0.000,0.000,0.600,0.800,1.000
15.000,21,access,8.332,60.672,0.018,7.200,-66.000,40.215,77.000,60.000,1,1,55.201,14.000,45.000,99.500,-60.000,-100.000,0.000,1,211.700,0.957,0.000,0.000,0.600,0.800,1.000
15.000,22,access,16.512,61.098,0.026,8.400,-73.000,47.417,44.000,34.000,1,1,24.000,36.000,70.000,99.500,-20.000,-100.000,0.000,1,225.300,0.957,0.000,0.000,0.600,0.800,1.000
15.000,23,access,6.985,47.625,0.011,7.300,-70.000,24.009,70.000,62.000,1,1,28.001,37.000,76.000,99.500,20.000,-100.000,0.000,1,211.400,0.951,0.000,0.000,0.600,0.800,1.000
15.000,24,access,13.593,64.737,0.016,5.700,-64.000,34.813,65.000,57.000,1,1,36.801,36.000,69.000,99.500,60.000,-100.000,0.000,1,224.800,0.951,0.000,0.000,0.600,0.800,1.000
15.000,25,access,17.581,38.815,0.016,3.700,-70.000,41.415,50.000,67.000,1,1,52.801,16.000,48.000,99.500,100.000,-100.000,0.000,1,229.100,0.957,0.000,0.000,0.600,0.800,1.000
15.000,26,access,7.867,62.990,0.023,8.500,-87.000,25.209,56.000,34.000,1,1,56.001,17.000,55.000,99.500,-100.000,-60.000,0.000,1,226.600,0.956,0.000,0.000,0.600,0.800,1.000
15.000,27,access,10.701,59.288,0.020,6.300,-70.000,46.217,41.000,56.000,1,1,51.201,39.000,75.000,99.500,-60.000,-60.000,0.000,1,220.600,0.955,0.000,0.000,0.600,0.800,1.000
15.000,28,access,9.741,70.129,0.010,8.000,-71.000,45.617,54.000,21.000,1,1,35.201,39.000,68.000,99.500,-20.000,-60.000,0.000,1,226.700,0.950,0.000,0.000,0.600,0.800,1.000
